က	k a̰
ရူပ	j ù p a̰
ရူပကအလင်္ကာ	j ù p ə k a̰ ʔ ə l ì ɡ à
ရူပနက္ခတ္တဗေဒ	j ù p a̰ n ɛ ʔ kʰ a ʔ t a̰ b è d a̰
ရူပဗေဒ	j ù p a̰ b è d a̰
ရူမေးနီးယား	ɹ ù m é n í j á
ရေ	j è
ရေကတော့	j è ɡ ə d ɔ̰
ရေကာတာ	j è ɡ à d à
ရေကူး	j è k ú
ရေကူးကန်	j è k ú ɡ à ɴ
ရေကြီး	j è t͡ɕ í
ရေကြီးခြင်း	j è t͡ɕ í d͡ʑ ɪ́ ɴ
ရေခဲ	j è ɡ ɛ́
ရေခဲမုန့်	j è ɡ ɛ́ m o̰ ʊ ɴ
ရေခဲသေတ္တာ	j è ɡ ɛ́ θ ɪ ʔ t à
ရေချိုး	j è t͡ɕʰ ó
ရေခွက်	j è ɡ w ɛ ʔ
ရေငွေ့	j è ŋ w ḛ
ရေစစ္စရီ	j è s ɪ ʔ s ə ɹ ì
ရေညှိ	j è ɲ̊ ḭ
ရေတပ်	j è d a ʔ
ရေတံခွန်	j è d à ɡ ʊ̀ ɴ
ရေတွက်	j è t w ɛ ʔ
ရေတွင်း	j è d w ɪ́ ɴ
ရေဒီယို	ɹ è d ì j ò
ရေနဂါး	j è n ə ɡ á
ရေနံ	j è n à ɴ
ရေနံချောင်း	j è n à ɴ t͡ɕʰ á ʊ ɴ
ရေနံဆီ	j è n à ɴ z ì
ရေပိုက်	j è p a ɪ ʔ
ရေမိုင်	j è m à ɪ ɴ
ရေမြင်း	j è m j ɪ́ ɴ
ရေမွှေး	j è m̥ w é
ရေယုန်	j è j ò ʊ ɴ
ရေလက်ဝါး	j è l ɛ ʔ w á
ရေလုပ်သား	j è l o ʊ ʔ θ á
ရေသူ	j è ð ù
ရေသူမ	j è ð ù m a̰
ရောက်	j a ʊ ʔ
ရောဂါ	j ɔ́ ɡ à
ရောဂါဗေဒ	j ɔ́ ɡ à b è d a̰
ရောင်	j à ʊ ɴ
ရောင်ခြည်	j à ʊ ɴ d͡ʑ ì
ရောင်း	j á ʊ ɴ
ရောမ	ɹ ɔ́ m a̰
ရော်ဘာ	ɹ ɔ̀ b à
ရေး	j é
ရေးချ	j é t͡ɕʰ a̰
ရေးရေး	j é j é
ရဲ	j ɛ́
ရဲစခန်း	j ɛ́ s ə kʰ á ɴ
ရဲတိုက်	j ɛ́ d a ɪ ʔ
ရဲဘော်	j ɛ́ b ɔ̀
ရဲရဲ	j ɛ́ j ɛ́
ရဲသား	j ɛ́ ð á
ရဲ့	j ɛ̰
ရွတ်ရွတ်	j ʊ ʔ j ʊ ʔ
ရွပ်ရွပ်	j ʊ ʔ j ʊ ʔ
ရွရွ	j w a̰ j w a̰
ရွာ	j w à
ရွာစား	j w à z á
ရွာသူ	j w à ð ù
ရွေး	j w é
ရွေးကောက်ပွဲ	j w é k a ʊ ʔ p w ɛ́
ရွှေ	ʃ w è
ရွှေကြည်	ʃ w è d͡ʑ ì
ရွှေချည်ထိုး	ʃ w è d͡ʑ ì d ó
ရွှေချီ	ʃ w è d͡ʑ ì
ရွှေတောင်	ʃ w è d à ʊ ɴ
ရွှေတောင်ခေါက်ဆွဲ	ʃ w è d à ʊ ɴ kʰ a ʊ ʔ sʰ w ɛ́
ရွှေထမင်း	ʃ w è tʰ ə m ɪ́ ɴ
ရွှေဖရုံသီး	ʃ w è pʰ ə j ò ʊ ɴ ð í
ရွှေဖြူ	ʃ w è b j ù
ရွှေဘို	ʃ w è b ò
ရွှေရင်အေး	ʃ w è j ɪ̀ ɴ ʔ é
ရွှဲ	ʃ w ɛ́
ရွှံ့	ʃ ʊ̰ ɴ
ရွှံ့ပွက်	ʃ ʊ̰ ɴ b w ɛ ʔ
ရှက်	ʃ ɛ ʔ
ရှင့်	ʃ ɪ̰ ɴ
ရှင်	ʃ ɪ̀ ɴ
ရှင်တို့	ʃ ɪ̀ ɴ d o̰
ရှင်ပြု	ʃ ɪ̀ ɴ p j ṵ
ရှင်ရှင်	ʃ ɪ̀ ɴ ʃ ɪ̀ ɴ
ရှင်းရှင်း	ʃ ɪ́ ɴ ʃ ɪ́ ɴ
ရှစ်	ʃ ɪ ʔ
ရှဉ့်	ʃ ɪ̰ ɴ
ရှည်	ʃ è
ရှည်မျော	ʃ è m j ɔ́
ရှမ်း	ʃ á ɴ
ရှမ်းခေါက်ဆွဲ	ʃ á ɴ kʰ a ʊ ʔ sʰ w ɛ́
ရှယ်	ʃ ɛ̀
ရှလကာရည်	ʃ à l ə k à j è
ရှလပတ်ရည်	ʃ a̰ l ə p a ʔ j è
ရှား	ʃ á
ရှိ	ʃ ḭ
ရှိုက်	ʃ a ɪ ʔ
ရှို့	ʃ o̰
ရှိုး	ʃ ó
ရှူ	ʃ ù
ရှူရှိုက်	ʃ ù ʃ a ɪ ʔ
ရှူးဖိနပ်	ʃ ú pʰ ə n a ʔ
ရှောက်	ʃ a ʊ ʔ
ရှေ့	ʃ ḛ
ရှေ့နေ	ʃ ḛ n è
ရှေး	ʃ é
ရဿ	ɹ a ʔ θ a̰
လ	l a̰
လက္ခဏ	l ɛ ʔ kʰ ə n a̰
လက္ခဏာ	l ɛ ʔ kʰ ə n à
လက္ခဏာရေးသုံးပါး	l ɛ ʔ kʰ ə n à j é θ ó ʊ ɴ b á
လက်	l ɛ ʔ
လက်ကိုင်ပဝါ	l ɛ ʔ k à ɪ ɴ p a̰ w à
လက်ကောက်	l ɛ ʔ k a ʊ ʔ
လက်ကွက်	l ɛ ʔ k w ɛ ʔ
လက်ခံ	l ɛ ʔ kʰ à ɴ
လက်ချောင်း	l ɛ ʔ t͡ɕʰ á ʊ ɴ
လက်စွပ်	l ɛ ʔ s ʊ ʔ
လက်ဆောင်	l ɛ ʔ sʰ à ʊ ɴ
လက်ဆွဲသေတ္တာ	l ɛ ʔ sʰ w ɛ́ θ ɪ ʔ t à
လက်တင်	l ɛ ʔ t ɪ̀ ɴ
လက်တင်အမေရိက	l ɛ ʔ t ɪ̀ ɴ ʔ ə m è ɹ ḭ k a̰
လက်တန်း	l ɛ ʔ t á ɴ
လက်ထပ်	l ɛ ʔ tʰ a ʔ
လက်နက်	l ɛ ʔ n ɛ ʔ
လက်နှိပ်စက်	l ɛ ʔ n̥ e ɪ ʔ s ɛ ʔ
လက်ပတ်နာရီ	l ɛ ʔ p a ʔ n à j ì
လက်ပံ	l ɛ ʔ p à ɴ
လက်ဖက်	l ə pʰ ɛ ʔ
လက်ဖက်	l ɛ ʔ pʰ ɛ ʔ
လက်ဖက်ထုပ်	l ə pʰ ɛ ʔ tʰ o ʊ ʔ
လက်ဖက်ရည်	l ə pʰ ɛ ʔ j è
လက်ဖက်ရည်ဆိုင်	l ə pʰ ɛ ʔ j è z à ɪ ɴ
လက်ဖက်သုပ်	l ə pʰ ɛ ʔ θ o ʊ ʔ
လက်ဘနွန်	l ɛ ʔ b ə n ʊ̀ ɴ
လက်မှတ်	l ɛ ʔ m̥ a ʔ
လက်ရန်း	l ɛ ʔ j á ɴ
လက်ဝါး	l ɛ ʔ w á
လက်ဝှေ့	l ɛ ʔ ʍ ḛ
လက်သည်	l ɛ ʔ θ ɛ̀
လက်သည်း	l ɛ ʔ θ ɛ́
လက်သည်းကွင်း	l ɛ ʔ θ é ɡ w ɪ́ ɴ
လက်သမား	l ɛ ʔ θ a̰ m á
လက်သုတ်ပဝါ	l ɛ ʔ θ o ʊ ʔ p a̰ w à
လက်သုပ်စုံ	l ɛ ʔ θ o ʊ ʔ s ò ʊ ɴ
လက်အိတ်	l ɛ ʔ ʔ e ɪ ʔ
လင်	l ɪ̀ ɴ
လင်ကောင်ပိုး	l ɪ̀ ɴ ɡ à ʊ ɴ b ó
လင်ပန်း	l ɪ̀ ɴ b á ɴ
လင်မယား	l ɪ̀ ɴ m ə j á
လင်း	l ɪ́ ɴ
လင်းဆွဲ	l ɪ́ ɴ z w ɛ́
လင်းဇင်း	l ɪ́ ɴ z ɪ́ ɴ
လင်းတ	l ɪ́ ɴ d a̰
လင်းနို့	l ɪ́ ɴ n o̰
လင်းပိုင်	l ɪ́ ɴ b à ɪ ɴ
လင်းယဉ်	l ɪ́ ɴ j ɪ̀ ɴ
လစ်	l ɪ ʔ
လစ်တန်စတိန်း	l ɪ ʔ t à ɴ s ə t é ɪ ɴ
လစ်ဗျား	l ɪ ʔ b j á
လစ်သူယေးနီးယား	l ɪ ʔ θ ù j é n í j á
လည်	l è
လည်ချောင်း	l ɛ̀ d͡ʑ á ʊ ɴ
လည်စည်း	l è z í
လည်ပင်း	l ɛ̀ b ɪ́ ɴ
လည်ပင်းကြီးရောဂါ	l ì b ɪ́ ɴ d͡ʑ í j ɔ́ ɡ à
လည်လိမ်နာ	l ì l è ɪ ɴ n à
လည်း	l ɛ́
လည်း	l í
လတ်	l a ʔ
လတ်ဗီယာ	l a ʔ b ì j à
လန်ဒန်	l à ɴ d à ɴ
လပို့	l ə b o̰
လပ်	l a ʔ
လပြည့်နေ့	l a̰ p j ḭ n ḛ
လမု	l ə m ṵ
လမုန့်	l a̰ m o̰ ʊ ɴ
လမ်း	l á ɴ
လမ်းကြား	l á ɴ d͡ʑ á
လမ်းပြ	l á ɴ p j a̰
လမ်းဘေးဆိုင်	l á ɴ b é z à ɪ ɴ
လမ်းလျှောက်	l á ɴ ʃ a ʊ ʔ
လမ်းသရဲ	l á ɴ θ ə j ɛ́
လယ်	l ɛ̀
လယ်ထွန်မင်္ဂလာ	l ɛ̀ tʰ ʊ̀ ɴ m ɪ̀ ɴ ɡ ə l à
လယ်ပြင်	l ɛ̀ b j ɪ̀ ɴ
လယ်ယာ	l ɛ̀ j à
လယ်သမား	l ɛ̀ ð ə m á
လဟု	l ə h ṵ
လာ	l à
လာဘ်	l a ʔ
လာအို	l à ʔ ò
လား	l á
လိင်	l è ɪ ɴ
လိင်ဆက်ဆံ	l è ɪ ɴ sʰ ɛ ʔ sʰ à ɴ
လိင်တံ	l è ɪ ɴ d à ɴ
လိင်ပညာ	l è ɪ ɴ p j ɪ̀ ɴ ɲ à
လိပ်	l e ɪ ʔ
လိပ်ကျောက်	l e ɪ ʔ t͡ɕ a ʊ ʔ
လိပ်ခေါင်း	l e ɪ ʔ ɡ á ʊ ɴ j ɔ́ ɡ à
လိပ်ခေါင်းရောဂါ	l e ɪ ʔ ɡ á ʊ ɴ j ɔ́ ɡ à
လိပ်စာ	l e ɪ ʔ s à
လိပ်ပြာ	l e ɪ ʔ p j à
လိမ္မော်	l è ɪ ɴ m ɔ̀
လိမ်း	l é ɪ ɴ
လိမ်းဆေး	l é ɪ ɴ z é
လို	l ò
လိုက်	l a ɪ ʔ
လိုက်ချီး	l a ɪ ʔ t͡ɕʰ í
လိုက်ပြေး	l a ɪ ʔ p j é
လိုက်ဘေးရီးယား	l a ɪ ʔ b é ɹ í j á
လိုချင်	l ò d͡ʑ ɪ̀ ɴ
လိုင်စင်	l à ɪ ɴ s ɪ̀ ɴ
လိုင်း	l á ɪ ɴ
လိုဏ်	l̥ à ɪ ɴ
လိုဏ်ခေါင်း	l̥ à ɪ ɴ ɡ á ʊ ɴ
လိုအပ်	l ò ʔ a ʔ
လို့	l o̰
လိုး	l ó
လီဆိုသို	l ì sʰ ò θ ò
လီဆူ	l ì sʰ ù
လီတာ	l ì t à
လီသီယမ်	l ì θ ì j à ɴ
လီး	l í
လုပ်	l o ʊ ʔ
လုပ်ခ	l o ʊ ʔ kʰ a̰
လုပ်ငန်း	l o ʊ ʔ ŋ á ɴ
လုပ်သား	l o ʊ ʔ θ á
လုပ်အား	l o ʊ ʔ ʔ á
လုံချည်	l ò ʊ ɴ d͡ʑ ì
လုံခြုံရေး	l ò ʊ ɴ d͡ʑ ò ʊ ɴ j é
လုံး	l ó ʊ ɴ
လုံးလုံး	l ó ʊ ɴ l ó ʊ ɴ
လူ	l ù
လူကြီး	l ù d͡ʑ í
လူငယ်	l ù ŋ ɛ̀
လူစုလူဝေး	l ù z ṵ l ù w é
လူဇင်ဘတ်	l ù z ɪ̀ ɴ b a ʔ
လူတော	l ù d ɔ́
လူပျို	l ù b j ò
လူပျိုနာ	l ù b j ò n à
လူမျိုး	l ù m j ó
လူမျိုးစုလွှတ်တော်	l ù m j ó z ṵ l̥ ʊ ʔ t ɔ̀
လူမျိုးရေးဝါဒ	l ù m j ó j é w à d a̰
လူမှုကွန်ရက်	l ù m̥ ṵ k ʊ̀ ɴ j ɛ ʔ
လူဝင်မှုကြီးကြပ်ရေး	l ù w ɪ̀ ɴ m̥ ṵ t͡ɕ í t͡ɕ a ʔ j é
လူဝံ	l ù w ʊ̀ ɴ
လူသတ်မှု	l ù ð a ʔ m̥ ṵ
လူသတ်သမား	l ù θ a ʔ ð ’ မ ာ
လူသား	l ù ð á
လူဦးရေ	l ù ʔ ú j è
လူ့ဘောင်	l ṵ b à ʊ ɴ
လူ့အဖွဲ့အစည်း	l ṵ ʔ ə pʰ w ɛ̰ ʔ ə s í
လေ	l è
လေကတော့	l è ɡ ə d ɔ̰
လေချဉ်တက်	l è d͡ʑ ɪ̀ ɴ t ɛ ʔ
လေချွန်	l è t͡ɕʰ ʊ̀ ɴ
လေစုန်	l è z ò ʊ ɴ
လေဆိပ်	l è z e ɪ ʔ
လေထိုးတံ	l è tʰ ó d à ɴ
လေထီး	l è d í
လေထု	l è d ṵ
လေပွေ	l è b w è
လေဖုတ်	l è pʰ o ʊ ʔ
လေဖြတ်ရောဂါ	l è pʰ j a ʔ j ɔ́ ɡ à
လေမုန်တိုင်း	l è m ò ʊ ɴ d á ɪ ɴ
လေယာဉ်	l è j ɪ̀ ɴ
လေယာဉ်ပျံ	l è j ɪ̀ ɴ b j à ɴ
လေရဟတ်	l è j ə h a ʔ
လေလည်	l è l è
လေသာခန်း	l è ð à ɡ á ɴ
လေသာပေါက်	l è ð à b a ʊ ʔ
လေအေးစက်	l è ʔ é z ɛ ʔ
လောက	l ɔ́ k a̰
လောကနတ်	l ɔ́ k a̰ n a ʔ
လောကဝတ်	l ɔ́ ɡ ə w ʊ ʔ
လောက်	l a ʊ ʔ
လောင်	l à ʊ ɴ
လောင်စာ	l à ʊ ɴ z à
လောင်း	l á ʊ ɴ
လောလော	l ɔ́ l ɔ́
လေ့ကျင့်	l ḛ t͡ɕ ɪ̰ ɴ
လေ့ကျင့်ခန်း	l ḛ t͡ɕ ɪ̰ ɴ ɡ á ɴ
လေ့လာ	l ḛ l à
လေး	l é
လေးထောင့်	l é d a̰ ʊ ɴ
လေးလံ	l é l à ɴ
လဲ	l ɛ́
လဲ့လဲ့	l ɛ̰ l ɛ̰
လံဗား	l à ɴ b á
လျက်	j ɛ ʔ
လျက်	j ɛ ʔ
လျားလျား	j á j á
လျောင်း	l j á ʊ ɴ
လျှင်	l̥ j ɪ̀ ɴ
လျှပ်	l̥ j a ʔ
လျှပ်စစ်ဓာတ်	l̥ j a ʔ s ɪ ʔ d a ʔ
လျှပ်စီး	l̥ j a ʔ s í
လျှာ	ʃ à
လျှာနာခွာနာ	ʃ à n à kʰ w à n à
လျှာရည်	ʃ à j ì
လျှောက်	ʃ a ʊ ʔ
လွတ်လပ်	l ʊ ʔ l a ʔ
လွတ်လပ်ခွင့်	l ʊ ʔ l a ʔ kʰ w ɪ̰ ɴ
လွတ်လပ်ရေးနေ့	l ʊ ʔ l a ʔ j é n ḛ
လွန်	l ʊ̀ ɴ
လွန်ဆွဲ	l ʊ̀ ɴ sʰ w ɛ́
လွယ်	l w ɛ̀
လွိုင်ကော်	l w à ɪ ɴ k ɔ̀
လွှ	l̥ w a̰
လွှတ်တော်	l̥ ʊ ʔ t ɔ̀
လှ	l̥ a̰
လှည့်	l̥ ɛ̰
လှည်း	l̥ ɛ́
လှည်းကူး	l̥ í k ú
လှပ	l̥ a̰ p a̰
လှပ်လှပ်	l̥ a ʔ l̥ a ʔ
လှလှ	l̥ a̰ l̥ a̰
လှိုင်း	l̥ á ɪ ɴ
လှုပ်ရှား	l̥ o ʊ ʔ ʃ á
လှုပ်လှုပ်	l̥ o ʊ ʔ l̥ o ʊ ʔ
လှုလှု	l̥ ṵ l̥ ṵ
လှုံ	l̥ ò ʊ ɴ
လှေ	l̥ è
လှေကား	l̥ è ɡ á
လှောက်	l̥ a ʊ ʔ
လှော်ကား	l̥ ɔ̀ ɡ á
လှေး	l̥ é
လှဲ	l̥ ɛ́
လှံ	l̥ à ɴ
ဝ	w a̰
ဝက်	w ɛ ʔ
ဝက်ကြွပ်	w ɛ ʔ t͡ɕ ʊ ʔ
ဝက်ခြံ	w ɛ ʔ t͡ɕʰ à ɴ
ဝက်ဆီ	w ɛ ʔ sʰ ì
ဝက်ထီး	w ɛ ʔ tʰ í
ဝက်ဘ်ဆိုဒ်	w ɛ ʔ b sʰ a ɪ ʔ
ဝက်မ	w ɛ ʔ m a̰
ဝက်မှင်ဘီး	w ɛ ʔ m̥ ɪ̀ ɴ b í
ဝက်ဝံ	w ɛ ʔ w ʊ̀ ɴ
ဝက်သား	w ɛ ʔ θ á
ဝက်သားချဉ်	w ɛ ʔ θ á t͡ɕʰ ɪ̀ ɴ
ဝက်သားတုတ်ထိုး	w ɛ ʔ θ á d o ʊ ʔ tʰ ó
ဝက်သားမျှစ်ချဉ်	w ɛ ʔ θ á m̥ j ɪ ʔ t͡ɕʰ ɪ̀ ɴ
ဝက်အူ	w ɛ ʔ ʔ ù
ဝက်အူချောင်း	w ɛ ʔ ʔ ù d͡ʑ á ʊ ɴ
ဝင်	w ɪ̀ ɴ
ဝင်ရိုး	w ɪ̀ ɴ j ó
ဝင်း	w ɪ́ ɴ
ဝစီ	w ə z ì
ဝစီကံ	w ə z ì ɡ à ɴ
ဝစ်ရှင်နရီ	w ɪ ʔ ʃ ɪ̀ ɴ n ə ɹ ì
ဝဆွဲ	w a̰ sʰ w ɛ́
ဝဇီရာ	w ə z ì j à
ဝဏ္ဏ	w ʊ̀ ɴ n a̰
ဝတီ	w ə d ì
ဝတ္ထု	w ʊ ʔ tʰ ṵ
ဝတ်	w ʊ ʔ
ဝတ်ကျောင်း	w ʊ ʔ t͡ɕ á ʊ ɴ
ဝတ်စုံ	w ʊ ʔ s ò ʊ ɴ
ဝတ်လုံ	w ʊ ʔ l ò ʊ ɴ
ဝနာ	w ə n à
ဝန်	w ʊ̀ ɴ
ဝန်ကြီး	w ʊ̀ ɴ d͡ʑ í
ဝန်ကြီးချုပ်	w ʊ̀ ɴ d͡ʑ í d͡ʑ o ʊ ʔ
ဝန်ကြီးဌာန	w ʊ̀ ɴ d͡ʑ í tʰ à n a̰
ဝန်ခံ	w ʊ̀ ɴ kʰ à ɴ
ဝန်စည်စလယ်	w ʊ̀ ɴ z ì z ə l ɛ̀
ဝပ်	w a ʔ
ဝပ်	w ʊ ʔ
ဝမ်း	w ʊ́ ɴ
ဝမ်းကျ	w á ɴ d͡ʑ a̰
ဝမ်းဆွဲ	w ʊ́ ɴ z w ɛ́
ဝမ်းနည်း	w á ɴ n é
ဝမ်းရောဂါ	w ʊ́ ɴ j ɔ́ ɡ à
ဝမ်းသာ	w ʊ́ ɴ θ à
ဝယ်	w ɛ̀
ဝရဏဗေဒ	w ə j ə n a̰ d a̰ b è d a̰
ဝရန်တာ	w ə ɹ à ɴ d à
ဝလာဟကမြင်း	w ə l à h ə k a̰ m j ɪ́ ɴ
ဝသန္တ	w a̰ θ à ɴ t a̰
ဝသုန္ဓရာ	w ə θ ò ʊ ɴ d ə ɹ à
ဝသုန္ဓရေ	w ə θ ò ʊ ɴ d ə ɹ è
ဝါ	w à
ဝါကျ	w e ɪ ʔ t͡ɕ a̰
ဝါခေါင်	w à ɡ à ʊ ɴ
ဝါဂွမ်း	w à ɡ w á ɴ
ဝါစင်္ဂ	w à z ɪ̀ ɴ ɡ a̰
ဝါဆို	w à sʰ ò
ဝါဏိဇ္ဇဗေဒ	w à n e ɪ ʔ z a̰ b è d a̰
ဝါဒ	w à d a̰
ဝါရှင်တန်	w à ʃ ɪ̀ ɴ t à ɴ
ဝါရှာ	w à ʃ à
ဝါသနာ	w à ð a̰ n à
ဝါသနာရှင်	w à ð ə n à ʃ ɪ̀ ɴ
ဝါး	w á
ဝိဇ္ဇာ	w e ɪ ʔ z à
ဝိဇ္ဇာပညာ	w e ɪ ʔ z à p j ɪ̀ ɴ ɲ à
ဝိဇ္ဇာဘွဲ့	w e ɪ ʔ z à b w ɛ̰
ဝိညာဉ်	w è ɪ ɴ ɲ ɪ̀ ɴ
ဝိတိုရိယ	w ḭ t ò j ḭ j a̰
ဝိနည်း	w ḭ n í
ဝိပတ္တိတရားလေးပါး	w ḭ p a ʔ t ḭ t ə j á l é b á
ဝိပဿနာ	w ḭ p a ʔ θ ə n à
ဝိဘတ်	w ḭ b a ʔ
ဝိသေသ	w ḭ θ è θ a̰
ဝိသေသလက္ခဏာ	w ḭ θ è θ a̰ l ɛ ʔ kʰ ə n à
ဝိဟာရ	w ḭ h à j a̰
ဝိုက်ချ	w a ɪ ʔ t͡ɕʰ a̰
ဝိုင်	w à ɪ ɴ
ဝိုင်ယာကြိုး	w à ɪ ɴ j à d͡ʑ ó
ဝိုင်း	w á ɪ ɴ
ဝီကီပိဒိယ	w ì k ì p ḭ d ḭ j a̰
ဝီကီပီးဒီးယား	w ì k ì p í d í j á
ဝီစကီ	w ì s ə k ì
ဝီရ	w ì j a̰
ဝီရိယ	w ə ɹ ḭ j a̰
ဝေဒနာ	w è d ə n à
ဝေလ	w è l a̰
ဝေလငါး	w è l a̰ ŋ á
ဝေသာလီ	w è θ à l ì
ဝေါဟာရ	w ɔ́ h à ɹ a̰
ဝေါဟာရဗေဒ	θ a ʔ d a̰ b è d a̰
ဝေး	w é
ဝေးကွာ	w é k w à
ဝေဿ	w ɪ ʔ θ a̰
ဝံ	w ʊ̀ ɴ
ဝံပုလွေ	w ʊ̀ ɴ b ə l w è
ဝံသ	w ʊ̀ ɴ θ a̰
ဝှက်	ʍ ɛ ʔ
ဝှေးစေ့	ʍ é z ḭ
သ	θ a̰
သ	θ ə
သကုဏဗေဒ	θ a̰ k ṵ n a̰ b è d a̰
သက္ကတ	θ ɛ ʔ k ə t a̰
သက်တံ	θ ɛ ʔ t à ɴ
သက်သာ	θ ɛ ʔ θ à
သက်သေ	θ ɛ ʔ θ è
သက်ဦးဆံပိုင်	θ ɛ ʔ ʔ ú sʰ à ɴ b à ɪ ɴ
သကြား	ð ə d͡ʑ á
သကြားလုံး	ð ə d͡ʑ á l ó ʊ ɴ
သခွား	θ a̰ kʰ w á
သခွားမသီး	θ ə kʰ ə m a̰ ð í
သင်	θ ɪ̀ ɴ
သင်ကြား	θ ɪ̀ ɴ t͡ɕ á
သင်ခန်းစာ	θ ɪ̀ ɴ ɡ á ɴ z à
သင်တုန်းဓား	θ ɪ̀ ɴ d ó ʊ ɴ d á
သင်း	θ ɪ́ ɴ
သင်းဝင်	θ ɪ́ ɴ w ɪ̀ ɴ
သင်္ကဒူး	θ ɪ́ ɴ ɡ ə d ú
သင်္ကန်း	θ ɪ̀ ɴ ɡ á ɴ
သင်္ကြန်	θ ɪ́ ɴ d͡ʑ à ɴ
သင်္ကြန်ထမင်း	ð ə d͡ʑ à ɴ tʰ ə m ɪ́ ɴ
သင်္ကြန်မိုး	θ ɪ̀ ɴ d͡ʑ à ɴ m ó
သင်္ချာ	θ ɪ̀ ɴ t͡ɕʰ à
သင်္ချိုင်း	θ ɪ̀ ɴ d͡ʑ á ɪ ɴ
သင်္ဂဟ	θ ɪ̰ ɴ ɡ ə h a̰
သင်္ဂဟတရားလေးပါး	θ ɪ̀ ɴ ɡ a̰ h a̰ t a̰ j á l é p á
သင်္ဘော	θ ɪ́ ɴ b ɔ́
သင်္ဘောကြမ်း	θ ɪ̀ ɴ b ɔ́ d͡ʑ á ɴ
သင်္ဘောဆိပ်	θ ɪ̀ ɴ b ɔ́ z e ɪ ʔ
သင်္ဘောသီး	θ ɪ́ ɴ b ɔ́ ð í
သင်္ဘောသီးသုပ်	θ ɪ̀ ɴ b ɔ́ θ í θ o ʊ ʔ
သင်္သကရိုက်	θ ɪ̀ ɴ θ ə k ə ɹ a ɪ ʔ
သစ္စာ	θ ɪ ʔ s à
သစ္စာဖောက်	θ ɪ ʔ s à pʰ a ʊ ʔ
သစ္စာလေးပါး	θ ɪ ʔ s à l é p á
သစ်	θ ɪ ʔ
သစ်ကတိုး	θ ɪ ʔ ɡ ə d ó
သစ်ကုလားအုတ်	θ ɪ ʔ k ə l ə ʔ o ʊ ʔ
သစ်ကြံပိုး	θ ɪ ʔ d͡ʑ ə b ó
သစ်ဆိမ့်	θ ɪ ʔ sʰ ḛ ɪ ɴ
သစ်တို	θ ɪ ʔ t ò
သစ်တော	θ ɪ ʔ t ɔ́
သစ်ပင်	θ ɪ ʔ p ɪ̀ ɴ
သစ်ပုပ်	θ ɪ ʔ p o ʊ ʔ
သစ်သစ်	θ ɪ ʔ θ ɪ ʔ
သစ်သီး	θ ɪ ʔ θ í
သစ်သီးရည်	θ ɪ ʔ θ í j è
သဇင်	ð ə z ɪ̀ ɴ
သဉ္ဇာ	θ ɪ̀ ɴ z à
သဉ္ဇာလီ	θ ɪ̀ ɴ z à l ì
သည်	θ è
သည်မှာ	ð ì m̥ à
သည်း	θ í
သည်းခြေ	θ í d͡ʑ è
သဏ္ဍာန်	θ ə d à ɴ
သတင်း	ð a̰ d ɪ́ ɴ
သတင်းစာ	ð ə d ɪ́ ɴ z à
သတင်းစာဆရာ	ð ə d ɪ́ ɴ z à sʰ ə j à
သတင်းပို့	ð ə d ɪ́ ɴ p o̰
သတို့သမီး	ð ə d o̰ θ ə m í
သတို့သား	ð ə d o̰ θ á
သတ္တဗေဒ	θ a ʔ t a̰ b è d a̰
သတ္တမ	θ a ʔ t ə m a̰
သတ္တဝါ	θ a ʔ t ə w à
သတ္တိ	θ a ʔ t ḭ
သတ္တု	θ a ʔ t ṵ
သတ္တုစပ်	θ a ʔ t ṵ z a ʔ
သတ္တုတွင်း	θ a ʔ t ṵ d w ɪ́ ɴ
သတ္တုဗေဒ	θ a ʔ t ṵ b è d a̰
သတ္တုရိုင်း	θ a ʔ t ṵ j á ɪ ɴ
သတ်	θ a ʔ
သတ်ဖြတ်	θ a ʔ pʰ j a ʔ
သဒ္ဒဗေဒ	θ a ʔ d a̰ b è d a̰
သဒ္ဒါ	ð ə d à
သဒ္ဒါဆယ်ပါး	ð ə d à sʰ ɛ̀ b á
သဒ္ဓါ	θ à d d à
သဒ္ဓါကြေး	θ ə d à t͡ɕ é
သနပ်	θ ə n a ʔ
သနပ်ခါး	θ ə n ə kʰ á
သန္တာ	θ à ɴ d à
သန္ဓေ	θ à ɴ d è
သန္ဓေဗေဒ	θ à ɴ d è b è d a̰
သန္ဓေသား	ð ə d è ð á
သန်ကောင်	θ à ɴ ɡ à ʊ ɴ
သန်တူ	θ à ɴ t ù
သန်လျက်	θ à ɴ j ɛ ʔ
သန်လျင်	θ ə ɲ ɪ̀ ɴ
သန်း	θ á ɴ
သန်းခေါင်	ð ə ɡ à ʊ ɴ
သပိတ်	ð ə b e ɪ ʔ
သပ်	θ a ʔ
သဘက်ခါ	θ ə b ɛ ʔ kʰ à
သဘာပတိ	θ ə b à p ə t ḭ
သဘာဝ	ð ə b à w a̰
သဘာဝတ္ထဗေဒ	θ ə b à w ʊ ʔ tʰ a̰ b è d a̰
သဘော	ð ə b ɔ́
သဘောတူ	ð ə b ɔ́ t ù
သမက်	θ ə m ɛ ʔ
သမဂ္ဂ	θ a̰ m ɛ ʔ ɡ a̰
သမင်	θ ə m ɪ̀ ɴ
သမင်မ	θ ə m ɪ̀ ɴ m a̰
